date,N225.Close.correlation
2015-03-04,0.92460678186908
2015-03-05,0.925186900267467
2015-03-06,0.933114861063217
2015-03-09,0.933514921180474
2015-03-10,0.940200745757971
2015-03-11,0.948051587457219
2015-03-12,0.952086918689067
2015-03-13,0.959004614839766
2015-03-16,0.960921573685139
2015-03-17,0.961090830048923
2015-03-18,0.962819698426864
2015-03-19,0.962731206783454
2015-03-20,0.962839107910754
2015-03-23,0.962573028077207
2015-03-24,0.962890366529743
2015-03-25,0.96431323069308
2015-03-26,0.95844446528839
2015-03-27,0.94074323317205
2015-03-30,0.928502770373137
2015-03-31,0.89931466565564
2015-04-01,0.8439146034836
2015-04-02,0.815479745741606
2015-04-03,0.795210333230532
2015-04-06,0.769886232514003
2015-04-07,0.766206550821615
2015-04-08,0.765886830828686
2015-04-09,0.777925682291781
2015-04-10,0.786444202756176
2015-04-13,0.792985120356226
2015-04-14,0.795145580171947
