date,RUT.Close.correlation
2015-03-19,0.678751975055026
2015-03-20,0.69688455055122
2015-03-23,0.706598710973203
2015-03-24,0.704157202875589
2015-03-25,0.635265324574187
2015-03-26,0.54426056989433
2015-03-27,0.500164926430614
2015-03-30,0.52154766458053
2015-03-31,0.529793940567113
2015-04-01,0.538968403634898
2015-04-02,0.553671284007842
2015-04-06,0.58625347114341
2015-04-07,0.595900439929768
2015-04-08,0.629388014785139
2015-04-09,0.653197093672909
2015-04-10,0.695749491684894
2015-04-13,0.717084006177125
2015-04-14,0.75990571553425
2015-04-15,0.787194114019423
2015-04-16,0.798983021230911
2015-04-17,0.769601515939808
2015-04-20,0.74664674924435
2015-04-21,0.721523497701457
2015-04-22,0.694616526562468
2015-04-23,0.67953683800787
2015-04-24,0.659062868626016
2015-04-27,0.556934882264347
2015-04-28,0.492435338205187
2015-04-29,0.348765694882762
2015-04-30,0.0876360451914229
