date,BVSP.Close.correlation
2015-03-19,0.0386802894390143
2015-03-20,0.0725078381885793
2015-03-23,0.0740502602641363
2015-03-24,0.0762733099078632
2015-03-25,0.0463889709855438
2015-03-26,-0.0750756845611993
2015-03-27,-0.164956252113039
2015-03-30,-0.136261494599526
2015-03-31,-0.114840858685419
2015-04-01,-0.00115971806915627
2015-04-02,0.136707949786101
2015-04-06,0.269994230754668
2015-04-07,0.381457489548263
2015-04-08,0.500830768548782
2015-04-09,0.605971957811258
2015-04-10,0.701074185166548
2015-04-13,0.777962860588714
2015-04-14,0.825660537050569
2015-04-15,0.880546981154649
2015-04-16,0.907476523800665
2015-04-17,0.922141979473331
2015-04-20,0.924173097852861
2015-04-21,0.913512324194728
2015-04-22,0.907592451073798
2015-04-23,0.907395340447148
2015-04-24,0.906937243119111
2015-04-27,0.905097607665881
2015-04-28,0.90572683661216
2015-04-29,0.898461923363011
2015-04-30,0.907347822329675
