Date,授業料等
2013-02-01,97.4
2013-03-01,97.4
2013-04-01,97.7
2013-05-01,97.7
2013-06-01,97.7
2013-07-01,97.7
2013-08-01,97.7
2013-09-01,97.7
2013-10-01,97.7
2013-11-01,97.7
2013-12-01,97.7
2014-01-01,97.7
2014-02-01,97.7
2014-03-01,97.7
2014-04-01,99.3
2014-05-01,99.4
2014-06-01,99.4
2014-07-01,99.4
2014-08-01,99.4
2014-09-01,99.4
2014-10-01,99.4
2014-11-01,99.4
2014-12-01,99.4
2015-01-01,99.4
2015-02-01,99.4
2015-03-01,99.4
2015-04-01,101.2
2015-05-01,101.3
2015-06-01,101.2
2015-07-01,101.2
