date,KS11.Close.correlation
2015-03-04,0.857096255227765
2015-03-05,0.856576974146297
2015-03-06,0.855398984044347
2015-03-09,0.852360288550668
2015-03-10,0.834270548610822
2015-03-11,0.824882471868631
2015-03-12,0.80652445742023
2015-03-13,0.799440469971208
2015-03-16,0.788427382405224
2015-03-17,0.804746254093031
2015-03-18,0.820671764864107
2015-03-19,0.848500038913773
2015-03-20,0.861756988329004
2015-03-23,0.875408676479027
2015-03-24,0.880491947533174
2015-03-25,0.880167206014706
2015-03-26,0.867844227102942
2015-03-27,0.848442712913162
2015-03-30,0.84139197604291
2015-03-31,0.839773652190843
2015-04-01,0.824989112288498
2015-04-02,0.806979975217084
2015-04-03,0.802139407151705
2015-04-06,0.797655983367065
2015-04-07,0.794559191528689
2015-04-08,0.809122724688246
2015-04-09,0.822807374800788
2015-04-10,0.828026517496176
2015-04-13,0.84149139454462
2015-04-14,0.856912119233954
