Date,法人税合計(現事業年度,兆円)
1984-01-01,10.254492
1985-01-01,11.57258
1986-01-01,11.761449
1987-01-01,13.909197
1988-01-01,16.091543
1989-01-01,18.210152
1990-01-01,18.585847
1991-01-01,17.264676
1992-01-01,14.807194
1993-01-01,12.918732
1994-01-01,11.593073
1995-01-01,11.683422
1996-01-01,13.957481
1997-01-01,13.500429
1998-01-01,12.021002
1999-01-01,10.653826
2000-01-01,10.970415
2001-01-01,11.52676
2002-01-01,9.63555
2003-01-01,9.795119
2004-01-01,10.748464
2005-01-01,11.931728
2006-01-01,13.899839
2007-01-01,14.321561
2008-01-01,9.490526
2009-01-01,8.561108
2010-01-01,9.246509
2011-01-01,9.403193
2012-01-01,9.893347
2013-01-01,10.824968
