date,FCHI.Close.correlation
2015-03-18,0.960958845716011
2015-03-19,0.960973310327643
2015-03-20,0.9614408681649
2015-03-23,0.959898373258776
2015-03-24,0.959304278043846
2015-03-25,0.949612758121207
2015-03-26,0.931124514307925
2015-03-27,0.918604971833839
2015-03-30,0.916774642358242
2015-03-31,0.903430952167618
2015-04-01,0.894876374881071
2015-04-02,0.88760773883896
2015-04-07,0.887218098308613
2015-04-08,0.887427695475955
2015-04-09,0.884888173993861
2015-04-10,0.880456773727259
2015-04-13,0.883018704468342
2015-04-14,0.898173243774628
2015-04-15,0.903224282106232
2015-04-16,0.901680850519413
2015-04-17,0.881493988358578
2015-04-20,0.879431909174848
2015-04-21,0.875213454942964
2015-04-22,0.86801476571295
2015-04-23,0.85062129265831
2015-04-24,0.842774716034684
2015-04-27,0.844494974141983
2015-04-28,0.817211593917977
2015-04-29,0.698427560621249
2015-04-30,0.573791653642545
