Date,配管工
2013-11-01,1
2013-12-01,1
2014-01-01,1.2
2014-02-01,1.9
2014-03-01,1.2
2014-04-01,1.4
2014-05-01,0.5
2014-06-01,0.7
2014-07-01,1.3
2014-08-01,0.6
2014-09-01,0.6
2014-10-01,0.4
2014-11-01,0.7
2014-12-01,1
2015-01-01,0.8
2015-02-01,0.4
2015-03-01,0.5
2015-04-01,0.4
2015-05-01,0.2
2015-06-01,0.3
2015-07-01,0.3
2015-08-01,0.3
2015-09-01,0.4
2015-10-01,0.3
2015-11-01,0.4
