date,FTSE.Close.correlation
2015-02-27,0.824561703742634
2015-03-02,0.836820177003378
2015-03-03,0.839842999381233
2015-03-04,0.826512650238481
2015-03-05,0.831784954892212
2015-03-06,0.830200254296671
2015-03-09,0.809419636945558
2015-03-10,0.487122529883625
2015-03-11,0.278326373198458
2015-03-12,0.130728493595773
2015-03-13,-0.0759319149230639
2015-03-16,-0.202505815937431
2015-03-17,-0.222277601199305
2015-03-18,-0.159020875873664
2015-03-19,-0.0838789011527903
2015-03-20,0.017161760850863
2015-03-23,0.0966607926634058
2015-03-24,0.144147996776823
2015-03-25,0.157805491578962
2015-03-26,0.109808349512709
2015-03-27,0.0622135902570534
2015-03-30,0.0285011963792401
2015-03-31,-0.0549877892661565
2015-04-01,-0.106646215844696
2015-04-02,-0.145207987832554
2015-04-07,-0.0825358680298434
2015-04-08,-0.0403627201131575
2015-04-09,0.0722973458782304
2015-04-10,0.203455803499945
2015-04-13,0.314442450975956
