date,GDAXI.Close.correlation
2015-03-18,0.964078919996639
2015-03-19,0.9727787109902
2015-03-20,0.978241437850897
2015-03-23,0.973311608423791
2015-03-24,0.971445015577364
2015-03-25,0.961237039195613
2015-03-26,0.94921906406184
2015-03-27,0.937082266450982
2015-03-30,0.934175504695989
2015-03-31,0.922907777869171
2015-04-01,0.912375504782627
2015-04-02,0.897181904019823
2015-04-07,0.892181139143685
2015-04-08,0.878760276090817
2015-04-09,0.873731843104605
2015-04-10,0.873908118837129
2015-04-13,0.873679880831916
2015-04-14,0.867898339916937
2015-04-15,0.859936505835576
2015-04-16,0.819441375356766
2015-04-17,0.67537163451151
2015-04-20,0.584071571883733
2015-04-21,0.496214027365224
2015-04-22,0.371301180084059
2015-04-23,0.147368338726308
2015-04-24,0.0222168504144459
2015-04-27,-0.029033192194755
2015-04-28,-0.125361194266329
2015-04-29,-0.218852870236418
2015-04-30,-0.329520534944908
