date,AXJO.Close.correlation
2015-03-18,0.106623277937163
2015-03-19,0.136040855155615
2015-03-20,0.184291118444903
2015-03-23,0.201818247501296
2015-03-24,0.209229974415257
2015-03-25,0.185588069309801
2015-03-26,0.031043225295219
2015-03-27,0.039032415471857
2015-03-30,-0.0213705109449057
2015-03-31,-0.0652690388570412
2015-04-01,-0.0786337944360663
2015-04-02,-0.0615087575523507
2015-04-07,-0.0404372715293819
2015-04-08,0.0420715041252031
2015-04-09,0.1113517292071
2015-04-10,0.233207490588836
2015-04-13,0.30188604931653
2015-04-14,0.376833995098229
2015-04-15,0.454985771145434
2015-04-16,0.538750122976345
2015-04-17,0.520110046998236
2015-04-20,0.453350881774626
2015-04-21,0.433224005401381
2015-04-22,0.305540257345226
2015-04-23,0.184639075875389
2015-04-24,0.119370598285717
2015-04-27,0.145883233495813
2015-04-28,0.0952492155547293
2015-04-29,-0.112499037863431
2015-04-30,-0.309760823091473
