date,TWII.Close.correlation
2015-02-27,0.815272382761915
2015-03-03,0.808883654171826
2015-03-04,0.80879690831136
2015-03-05,0.794678161795771
2015-03-06,0.789419734459564
2015-03-09,0.754616806466993
2015-03-10,0.732596657872405
2015-03-11,0.702442495007436
2015-03-12,0.739705962258491
2015-03-13,0.758597196149292
2015-03-16,0.690583452840355
2015-03-17,0.61851208333763
2015-03-18,0.605738963185839
2015-03-19,0.625029129597168
2015-03-20,0.670830724542421
2015-03-23,0.709001267225527
2015-03-24,0.716669472371881
2015-03-25,0.692914393943769
2015-03-26,0.634121080751681
2015-03-27,0.477428651100863
2015-03-30,0.345859439486512
2015-03-31,0.284132356470684
2015-04-01,0.154176433723277
2015-04-02,0.0981142693344271
2015-04-07,0.0679788035010623
2015-04-08,-0.0227666553447132
2015-04-09,-0.121663804686085
2015-04-10,-0.100115327220779
2015-04-13,0.0194073216268577
2015-04-14,0.0570281512365536
